t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode
13.600000000000001,-0.8353937964495026,2.7669577462167205,-10,-0.28975513761026067,0.43611654180562404,0,-0.04567001746151782,-0.030343087055209817,0,0,70
13.65,-0.8499385745231631,2.788725544898451,-10,-0.2920346561577055,0.4345934162074805,0,-0.045510516121863735,-0.030581797679288966,0,0,70
13.7,-0.8645971286271905,2.8104168892606527,-10,-0.2943061684275315,0.4330583760112985,0,-0.04534976708842072,-0.030819669887936444,0,0,70
13.75,-0.8793690568899217,2.832031184624164,-10,-0.29656961214508243,0.4315114633009801,0,-0.045187774768204694,-0.03105669715976551,0,0,70
13.8,-0.8942539543314796,2.8535678384221583,-10,-0.2988249252569053,0.4299527204859189,0,-0.04502454360231695,-0.031292872996553756,0,0,70
13.850000000000001,-0.909251412874883,2.875026260216393,-10,-0.3010720459324519,0.42838219029983643,0,-0.044860078065822366,-0.03152819092342132,0,0,70
13.9,-0.9243610213572291,2.896405861713394,-10,-0.30331091256577375,0.42679991579961124,0,-0.044694382667626695,-0.03176264448900836,0,0,70
13.95,-0.9395823655409687,2.9177060567805873,-10,-0.3055414637772112,0.4252059403640979,0,-0.044527461950352995,-0.031996227265651954,0,0,70
14.0,-0.9549150281252627,2.938926261462366,-10,-0.30776363841507615,0.4236003076929383,0,-0.044359320490217034,-0.03222893284956229,0,0,70
14.05,-0.9703585887574215,2.9600658939960978,-10,-0.3099773755573281,0.421983061805363,0,-0.04418996289690187,-0.03246075486099821,0,0,70
14.100000000000001,-0.9859126240444276,2.981124374828079,-10,-0.3121826145132453,0.4203542470389852,0,-0.0440193938134315,-0.03269168694444219,0,0,70
14.15,-1.0015767075645474,3.0021011266294204,-10,-0.31437929482508764,0.4187139080485843,0,-0.04384761791604349,-0.032921722768774496,0,0,70
14.2,-1.0173504098790187,3.0229955743118744,-10,-0.31656735626975474,0.4170620898048825,0,-0.04367463991406085,-0.03315085602744681,0,0,70
14.25,-1.0332332985438244,3.043807145043603,-10,-0.31874673886043686,0.4153988375933112,0,-0.04350046454976288,-0.03337908043865509,0,0,70
14.3,-1.0492249381215486,3.0645352682648825,-10,-0.3209173828482594,0.4137241970127701,0,-0.04332509659825516,-0.03360638974551182,0,0,70
14.350000000000001,-1.0653248901933137,3.0851793757037433,-10,-0.3230792287239208,0.4120382139743766,0,-0.04314854086733869,-0.03383277771621754,0,0,70
